0,0,1
0.22222,0.21928,0.96043
0.44444,0.42133,0.84655
0.66667,0.59096,0.67121
0.88889,0.71634,0.45127
1.1111,0.7895,0.20397
1.3333,0.80614,-0.054931
1.5556,0.76531,-0.31076
1.7778,0.66936,-0.54852
2,0.52408,-0.75176
